 refmet_name,super_class,main_class,sub_class,formula,exactmass,inchi_key,smiles,pubchem_cid
"TRIBOA","Organoheterocyclic compounds","Benzoxazines","Benzoxazinones",C8H7NO5,197.032424,OUEXBJICCHIILG-UHFFFAOYSA-N,"c1cc2c(cc1O)OC(C(=O)N2O)O",10965465
"7-Ethoxyresorufin","Organoheterocyclic compounds","Benzoxazines","Phenoxazines",C14H11NO3,241.073894,CRCWUBLTFGOMDD-UHFFFAOYSA-N,"CCOc1ccc2c(c1)oc1cc(=O)ccc1n2",3294
"Cinnavalininate","Organoheterocyclic compounds","Benzoxazines","Phenoxazines",C14H8N2O6,300.038238,FSBKJYLVDRVPTK-UHFFFAOYSA-N,"c1cc(c2c(c1)oc1cc(=O)c(c(c1n2)C(=O)O)N)C(=O)O",114918
"Ethoxyresorufin","Organoheterocyclic compounds","Benzoxazines","Phenoxazines",C14H11NO3,241.073894,,"",
"Resazurin","Organoheterocyclic compounds","Benzoxazines","Phenoxazines",C12H7NO4,229.037509,PLXBWHJQWKZRKG-UHFFFAOYSA-N,"c1cc2c(cc1O)oc1cc(=O)ccc1[n+]2[O-]",11077
"Xanthommatin","Organoheterocyclic compounds","Benzoxazines","Phenoxazines",C20H13N3O8,423.070264,QLAHWTNCEYYDRR-UHFFFAOYSA-N,"c1cc(C(=O)CC(C(=O)O)N)c2c(c1)oc1cc(=O)c3c(c(cc(C(=O)O)n3)O)c1n2",98312
"2-Methyl-4,5-benzoxazole","Organoheterocyclic compounds","Benzoxazoles","Benzoxazoles",C8H7NO,133.052764,DQSHFKPKFISSNM-UHFFFAOYSA-N,"Cc1nc2ccccc2o1",7225
"Methylbenzoxazole","Organoheterocyclic compounds","Benzoxazoles","Benzoxazoles",C8H7NO,133.052764,,"",
"Zoxazolamine","Organoheterocyclic compounds","Benzoxazoles","Benzoxazoles",C7H5ClN2O,168.009041,YGCODSQDUUUKIV-UHFFFAOYSA-N,"c1cc2c(cc1Cl)nc(N)o2",6103
"2-Benzoxazolol","Organoheterocyclic compounds","Benzoxazoles","Benzoxazolones",C7H5NO2,135.032029,ASSKVPFEZFQQNQ-UHFFFAOYSA-N,"c1ccc2c(c1)[nH]c(=O)o2",6043
"Benzoxazolol","Organoheterocyclic compounds","Benzoxazoles","Benzoxazolones",C7H5NO2,135.032029,,"",
"Chlorzoxazone","Organoheterocyclic compounds","Benzoxazoles","Benzoxazolones",C7H4ClNO2,168.993056,TZFWDZFKRBELIQ-UHFFFAOYSA-N,"c1cc2c(cc1Cl)nc(O)o2",2733
"Phosalone","Organoheterocyclic compounds","Benzoxazoles","Benzoxazolones",C12H15ClNO4PS2,366.986864,IOUNQDKNJZEDEP-UHFFFAOYSA-N,"CCOP(=S)(OCC)SCn1c2ccc(cc2oc1=O)Cl",4793
"Ptaeroglycol","Organoheterocyclic compounds","Benzoxepines","Benzoxepines",C15H14O6,290.079040,IVVDHMXDSFGHMC-UHFFFAOYSA-N,"Cc1cc(=O)c2c(cc3c(C=CC(CO)(CO3)O)c2O)o1",441981
"Loxtidine","Organoheterocyclic compounds","Benzylpiperidines","Benzylpiperidines",C19H29N5O2,359.232125,VTLNPNNUIJHJQB-UHFFFAOYSA-N,"Cn1c(NCCCOc2cccc(c2)CN2CCCCC2)nc(CO)n1",55473
"(3S,5S)-Carbapenam-3-carboxylic acid","Organoheterocyclic compounds","Beta lactams","Beta lactams",C7H9NO3,155.058243,RJPDELAUUYAFTQ-WHFBIAKZSA-N,"C1C[C@@H](C(=O)O)N2[C@@H]1CC2=O",6337945
"Aztreonam","Organoheterocyclic compounds","Beta lactams","Beta lactams",C13H17N5O8S2,435.051854,WZPBZJONDBGPKJ-VEHQQRBSSA-N,"C[C@H]1[C@@H](C(=O)N1S(=O)(=O)[O-])NC(=O)/C(=N\OC(C)(C)C(=O)O)/c1csc([NH3+])n1",135398736
"Biapenem","Organoheterocyclic compounds","Beta lactams","Beta lactams",C15H18N4O4S,350.104876,MRMBZHPJVKCOMA-YJFSRANCSA-N,"C[C@@H]1[C@@H]2[C@@H]([C@@H](C)O)C(=O)N2C(=C1SC1Cn2cnc[n+]2C1)C(=O)[O-]",71339
"Carbapenamcarboxylic acid","Organoheterocyclic compounds","Beta lactams","Beta lactams",C7H9NO3,155.058243,,"",
"Cefaclor","Organoheterocyclic compounds","Beta lactams","Beta lactams",C15H14ClN3O4S,367.039354,QYIYFLOTGYLRGG-GPCCPHFNSA-N,"c1ccc(cc1)[C@H](C(=O)N[C@@H]1C(=O)N2C(=C(CS[C@H]12)Cl)C(=O)O)N",51039
"Cefalotin","Organoheterocyclic compounds","Beta lactams","Beta lactams",C16H16N2O6S2,396.044978,XIURVHNZVLADCM-IUODEOHRSA-N,"CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@H]([C@H]2SC1)NC(=O)Cc1cccs1",6024
"Cefamandole","Organoheterocyclic compounds","Beta lactams","Beta lactams",C18H18N6O5S2,462.078009,OLVCFLKTBJRLHI-AXAPSJFSSA-N,"Cn1c(nnn1)SCC1=C(C(=O)O)N2C(=O)[C@H]([C@H]2SC1)NC(=O)[C@@H](c1ccccc1)O",456255
"Cefazolin","Organoheterocyclic compounds","Beta lactams","Beta lactams",C14H14N8O4S3,454.030013,MLYYVTUWGNIJIB-BXKDBHETSA-N,"Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@H]([C@H]3SC2)NC(=O)Cn2cnnn2)s1",33255
"Cefdinir","Organoheterocyclic compounds","Beta lactams","Beta lactams",C14H13N5O5S2,395.035814,RTXOFQZKPXMALH-GHXIOONMSA-N,"C=CC1=C(C(=O)O)N2C(=O)[C@H]([C@H]2SC1)NC(=O)/C(=N\O)/c1csc(N)n1",6915944
"Cefotaxime","Organoheterocyclic compounds","Beta lactams","Beta lactams",C16H17N5O7S2,455.056939,GPRBEKHLDVQUJE-QSWIMTSFSA-N,"CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@H]([C@H]2SC1)NC(=O)/C(=N\OC)/c1csc(N)n1",5742673
"Cefotetan","Organoheterocyclic compounds","Beta lactams","Beta lactams",C17H17N7O8S4,575.002143,SRZNHPXWXCNNDU-IXOPCIAXSA-N,"Cn1c(nnn1)SCC1=C(C(=O)O)N2C(=O)[C@]([C@H]2SC1)(NC(=O)C1S/C(=C(\C(=O)N)/C(=O)O)/S1)OC",53025
"Cefpirome","Organoheterocyclic compounds","Beta lactams","Beta lactams",C22H22N6O5S2,514.109309,DKOQGJHPHLTOJR-WHRDSVKCSA-N,"CO/N=C(/c1csc(=N)[nH]1)\C(=N[C@@H]1C(=O)N2C(=C(C[n+]3cccc4CCCc34)CS[C@H]12)C(=O)[O-])O",5479539
"Cefpodoxime proxetil","Organoheterocyclic compounds","Beta lactams","Beta lactams",C21H27N5O9S2,557.125019,LTINZAODLRIQIX-FBXRGJNPSA-N,"CC(C)OC(=O)OC(C)OC(=O)C1=C(COC)CS[C@@H]2[C@@H](C(=O)N12)NC(=O)/C(=N\OC)/c1csc(N)n1",6526396
"Cefprozil","Organoheterocyclic compounds","Beta lactams","Beta lactams",C18H19N3O5S,389.104541,WDLWHQDACQUCJR-PBFPGSCMSA-N,"CC=CC1=C(C(=O)O)N2C(=O)[C@H]([C@H]2SC1)NC(=O)[C@@H](c1ccc(cc1)O)N",5281006
"Cefsulodin","Organoheterocyclic compounds","Beta lactams","Beta lactams",C22H20N4O8S2,532.072255,SYLKGLMBLAAGSC-QLVMHMETSA-N,"c1ccc(cc1)[C@H](C(=O)N[C@@H]1C(=O)N2C(=C(C[n+]3ccc(cc3)C(=O)N)CS[C@H]12)C(=O)[O-])S(=O)(=O)O",656575
"Ceftazidime","Organoheterocyclic compounds","Beta lactams","Beta lactams",C22H22N6O7S2,546.099138,ORFOPKXBNMVMKC-DWVKKRMSSA-N,"CC(C)(C(=O)O)O/N=C(/c1csc(N)n1)\C(=O)N[C@@H]1C(=O)N2C(=C(C[n+]3ccccc3)CS[C@H]12)C(=O)[O-]",5481173
"Ceftriaxone","Organoheterocyclic compounds","Beta lactams","Beta lactams",C18H18N8O7S3,554.046057,VAAUVRVFOQPIGI-SPQHTLEESA-N,"Cn1c(nc(=O)c(=O)[nH]1)SCC1=C(C(=O)O)N2C(=O)[C@H]([C@H]2SC1)NC(=O)/C(=N\OC)/c1csc(N)n1",5479530
"Cefuroxime sodium","Organoheterocyclic compounds","Beta lactams","Beta lactams",C16H15N4NaO8S,446.050829,URDOHUPGIOGTKV-JTBFTWTJSA-M,"CO/N=C(/c1ccco1)\C(=O)N[C@@H]1C(=O)N2C(=C(COC(=O)N)CS[C@H]12)C(=O)[O-].[Na+]",23670318
"Cephamycin C","Organoheterocyclic compounds","Beta lactams","Beta lactams",C16H22N4O9S,446.110749,LXWBXEWUSAABOA-VXSYNFHWSA-N,"CO[C@]1(C(=O)N2C(=C(COC(=O)N)CS[C@H]12)C(=O)O)NC(=O)CCC[C@H](C(=O)O)N",441084
"Cephapirin","Organoheterocyclic compounds","Beta lactams","Beta lactams",C17H17N3O6S2,423.055877,UQLLWWBDSUHNEB-CZUORRHYSA-N,"CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@H]([C@H]2SC1)NC(=O)CSc1ccncc1",30699
"Clavulanate","Organoheterocyclic compounds","Beta lactams","Beta lactams",C8H9NO5,199.048074,HZZVJAQRINQKSD-PBFISZAISA-N,"C(=C\1/[C@H](C(=O)O)N2C(=O)C[C@H]2O1)\CO",5280980
"Deacetylcephalosporin C","Organoheterocyclic compounds","Beta lactams","Beta lactams",C14H19N3O7S,373.094371,XWCFYHBHOFBVIV-JWKOBGCHSA-N,"C(C[C@H](C(=O)O)N)CC(=O)N[C@@H]1C(=O)N2C(=C(CO)CS[C@H]12)C(=O)O",160577
"Deoxyamidinoproclavaminic acid","Organoheterocyclic compounds","Beta lactams","Beta lactams",C9H16N4O3,228.122241,UYADDEKIZFRINK-LURJTMIESA-N,"C(C[C@@H](C(=O)O)N1CCC1=O)CNC(=N)N",441123
"Dihydroclavaminic acid","Organoheterocyclic compounds","Beta lactams","Beta lactams",C8H12N2O4,200.079708,BONQGFBLZGPXMG-PIYBLCFFSA-N,"C(CN)[C@@H]1[C@@H](C(=O)O)N2C(=O)C[C@@H]2O1",441125
"Epithienamycin E","Organoheterocyclic compounds","Beta lactams","Beta lactams",C13H16N2O8S2,392.034807,FQQFFZPBGYGDSX-NJFHWYBASA-N,"C[C@@H]([C@H]1[C@H]2CC(=C(C(=O)O)N2C1=O)S/C=C/NC(=O)C)OS(=O)(=O)O",11953962
"Faropenem","Organoheterocyclic compounds","Beta lactams","Beta lactams",C12H15NO5S,285.067093,HGGAKXAHAYOLDJ-FHZUQPTBSA-N,"C[C@H]([C@H]1C(=O)N2C(=C([C@H]3CCCO3)S[C@H]12)C(=O)O)O",65894
"Meropenem","Organoheterocyclic compounds","Beta lactams","Beta lactams",C17H25N3O5S,383.151492,DMJNNHOOLUXYBV-PQTSNVLCSA-N,"C[C@@H]1[C@@H]2[C@@H]([C@@H](C)O)C(=O)N2C(=C1S[C@H]1C[C@@H](C(=O)N(C)C)NC1)C(=O)O",441130
"O-Carbamoyl-deacetylcephalosporin C","Organoheterocyclic compounds","Beta lactams","Beta lactams",C15H20N4O8S,416.100185,LSRDVUINCBDNAZ-JWKOBGCHSA-N,"C(C[C@H](C(=O)O)N)CC(=O)N[C@@H]1C(=O)N2C(=C(COC(=O)N)CS[C@H]12)C(=O)O",194116
"Proclavaminic acid","Organoheterocyclic compounds","Beta lactams","Beta lactams",C8H14N2O4,202.095358,NMCINKPVAOXDJH-VDTYLAMSSA-N,"C(CN)[C@H]([C@@H](C(=O)O)N1CCC1=O)O",194953
"Valclavam","Organoheterocyclic compounds","Beta lactams","Beta lactams",C14H23N3O6,329.158685,YCGXMNQNHBKSKZ-SCEUHDGYSA-N,"CC(C)C(C(=O)NC(C(C[C@H]1CN2C(=O)CC2O1)O)C(=O)O)N",118701744
"7-Aminocephalosporanic acid","Organoheterocyclic compounds","Beta lactams","Cephalosporins",C10H12N2O5S,272.046695,HSHGZXNAXBPPDL-HZGVNTEJSA-N,"CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@H]([C@H]2SC1)N",441328
"Aminocephalosporanic acid","Organoheterocyclic compounds","Beta lactams","Cephalosporins",C10H12N2O5S,272.046695,,"",
"Cefepime","Organoheterocyclic compounds","Beta lactams","Cephalosporins",C19H24N6O5S2,480.124963,HVFLCNVBZFFHBT-ZKDACBOMSA-N,"C[N+]1(CCCC1)CC1=C(C(=O)[O-])N2C(=O)[C@H]([C@H]2SC1)NC(=O)/C(=N\OC)/c1csc(N)n1",5479537
"Cefoperazone","Organoheterocyclic compounds","Beta lactams","Cephalosporins",C25H27N9O8S2,645.142405,GCFBRXLSHGKWDP-XCGNWRKASA-N,"CCN1CCN(C(=O)C1=O)C(=O)N[C@H](c1ccc(cc1)O)C(=O)N[C@@H]1C(=O)N2C(=C(CS[C@H]12)CSc1nnnn1C)C(=O)O",44187
"Cefradine","Organoheterocyclic compounds","Beta lactams","Cephalosporins",C16H19N3O4S,349.109629,RDLPVSKMFDYCOR-UEKVPHQBSA-N,"CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1",38103
"Ceftibuten","Organoheterocyclic compounds","Beta lactams","Cephalosporins",C15H14N4O6S2,410.035480,UNJFKXSSGBWRBZ-BJCIPQKHSA-N,"C(=C(\c1csc(N)n1)/C(=O)N[C@@H]1C(=O)N2C(=CCS[C@H]12)C(=O)O)/CC(=O)O",5282242
"Cefuroxime","Organoheterocyclic compounds","Beta lactams","Cephalosporins",C16H16N4O8S,424.068888,JFPVXVDWJQMJEE-IZRZKJBUSA-N,"CO/N=C(/c1ccco1)\C(=O)N[C@@H]1C(=O)N2C(=C(COC(=O)N)CS[C@H]12)C(=O)O",5479529
"Deacetoxycephalosporin C","Organoheterocyclic compounds","Beta lactams","Cephalosporins",C14H19N3O6S,357.099456,NNQIJOYQWYKBOW-JWKOBGCHSA-N,"CC1=C(C(=O)O)N2C(=O)[C@H]([C@H]2SC1)NC(=O)CCC[C@H](C(=O)O)N",160139
"6-Aminopenicillanic acid","Organoheterocyclic compounds","Beta lactams","Penicillins",C8H12N2O3S,216.056865,NGHVIOIJCVXTGV-ALEPSDHESA-N,"CC1(C)[C@H](C(=O)O)N2C(=O)[C@H]([C@H]2S1)N",11082
"Aminopenicillanic acid","Organoheterocyclic compounds","Beta lactams","Penicillins",C8H12N2O3S,216.056865,,"",
"Amoxicillin","Organoheterocyclic compounds","Beta lactams","Penicillins",C16H19N3O5S,365.104544,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,"CC1(C)[C@H](C(=O)O)N2C(=O)[C@H]([C@H]2S1)NC(=O)[C@@H](c1ccc(cc1)O)N",33613
"Ampicillin","Organoheterocyclic compounds","Beta lactams","Penicillins",C16H19N3O4S,349.109629,AVKUERGKIZMTKX-NJBDSQKTSA-N,"CC1(C)[C@H](C(=O)O)N2C(=O)[C@H]([C@H]2S1)NC(=O)[C@@H](c1ccccc1)N",6249
"Aspoxicillin","Organoheterocyclic compounds","Beta lactams","Penicillins",C21H27N5O7S,493.163119,BHELIUBJHYAEDK-OAIUPTLZSA-N,"CC1(C)[C@H](C(=O)O)N2C(=O)[C@H]([C@H]2S1)NC(=O)[C@@H](c1ccc(cc1)O)NC(=O)[C@@H](CC(=O)NC)N",71961
"Azlocillin","Organoheterocyclic compounds","Beta lactams","Penicillins",C20H23N5O6S,461.136904,JTWOMNBEOCYFNV-NFFDBFGFSA-N,"CC1(C)[C@H](C(=O)O)N2C(=O)[C@H]([C@H]2S1)NC(=O)[C@@H](c1ccccc1)NC(=O)N1CCNC1=O",6479523
"Carbenicillin","Organoheterocyclic compounds","Beta lactams","Penicillins",C17H18N2O6S,378.088557,FPPNZSSZRUTDAP-UWFZAAFLSA-N,"CC1(C)[C@H](C(=O)O)N2C(=O)[C@H]([C@H]2S1)NC(=O)C(c1ccccc1)C(=O)O",20824
"Cloxacillin","Organoheterocyclic compounds","Beta lactams","Penicillins",C19H18ClN3O5S,435.065569,LQOLIRLGBULYKD-JKIFEVAISA-N,"Cc1c(c(c2ccccc2Cl)no1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12",6098
"Cyclacillin","Organoheterocyclic compounds","Beta lactams","Penicillins",C15H23N3O4S,341.140929,HGBLNBBNRORJKI-WCABBAIRSA-N,"CC1(C)[C@H](C(=O)O)N2C(=O)[C@H]([C@H]2S1)NC(=O)C1(CCCCC1)N",19003
"Dicloxacillin","Organoheterocyclic compounds","Beta lactams","Penicillins",C19H17Cl2N3O5S,469.026597,YFAGHNZHGGCZAX-JKIFEVAISA-N,"Cc1c(c(c2c(cccc2Cl)Cl)no1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12",18381
"Flucloxacillin","Organoheterocyclic compounds","Beta lactams","Penicillins",C19H17ClFN3O5S,453.056150,UIOFUWFRIANQPC-JKIFEVAISA-N,"Cc1c(c(c2c(cccc2F)Cl)no1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12",21319
"Hetacillin","Organoheterocyclic compounds","Beta lactams","Penicillins",C19H23N3O4S,389.140929,DXVUYOAEDJXBPY-NFFDBFGFSA-N,"CC1(C)[C@H](C(=O)O)N2C(=O)[C@H]([C@H]2S1)N1C(=O)[C@@H](c2ccccc2)NC1(C)C",443387
"Isopenicillin N","Organoheterocyclic compounds","Beta lactams","Penicillins",C14H21N3O6S,359.115106,MIFYHUACUWQUKT-GTQWGBSQSA-N,"CC1(C)[C@H](C(=O)O)N2C(=O)[C@H]([C@H]2S1)NC(=O)CCC[C@@H](C(=O)O)N",440723
"Nafcillin","Organoheterocyclic compounds","Beta lactams","Penicillins",C21H22N2O5S,414.124943,GPXLMGHLHQJAGZ-JTDSTZFVSA-N,"CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12",8982
"Oxacillin","Organoheterocyclic compounds","Beta lactams","Penicillins",C19H19N3O5S,401.104541,UWYHMGVUTGAWSP-JKIFEVAISA-N,"Cc1c(c(c2ccccc2)no1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12",6196
"Penicillin G","Organoheterocyclic compounds","Beta lactams","Penicillins",C16H18N2O4S,334.098730,JGSARLDLIJGVTE-MBNYWOFBSA-N,"CC1(C)[C@H](C(=O)O)N2C(=O)[C@H]([C@H]2S1)NC(=O)Cc1ccccc1",5904
"Penicillin N","Organoheterocyclic compounds","Beta lactams","Penicillins",C14H21N3O6S,359.115106,MIFYHUACUWQUKT-GPUHXXMPSA-N,"CC1(C)[C@H](C(=O)O)N2C(=O)[C@H]([C@H]2S1)NC(=O)CCC[C@H](C(=O)O)N",71724
"Penicillin V","Organoheterocyclic compounds","Beta lactams","Penicillins",C16H18N2O5S,350.093645,BPLBGHOLXOTWMN-MBNYWOFBSA-N,"CC1(C)[C@H](C(=O)O)N2C(=O)[C@H]([C@H]2S1)NC(=O)COc1ccccc1",6869
"Piperacillin","Organoheterocyclic compounds","Beta lactams","Penicillins",C23H27N5O7S,517.163119,IVBHGBMCVLDMKU-GXNBUGAJSA-N,"CCN1CCN(C(=O)C1=O)C(=O)N[C@H](c1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12",43672
"Pivampicillin","Organoheterocyclic compounds","Beta lactams","Penicillins",C22H29N3O6S,463.177706,ZEMIJUDPLILVNQ-ZXFNITATSA-N,"CC(C)(C)C(=O)OCOC(=O)[C@H]1C(C)(C)S[C@@H]2[C@@H](C(=O)N12)NC(=O)[C@@H](c1ccccc1)N",33478
"Pivmecillinam","Organoheterocyclic compounds","Beta lactams","Penicillins",C21H33N3O5S,439.214092,NPGNOVNWUSPMDP-HLLBOEOZSA-N,"CC(C)(C)C(=O)OCOC(=O)[C@H]1C(C)(C)S[C@@H]2[C@@H](C(=O)N12)N=CN1CCCCCC1",115163
"Sulbactam","Organoheterocyclic compounds","Beta lactams","Penicillins",C8H11NO5S,233.035796,FKENQMMABCRJMK-RITPCOANSA-N,"CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O",130313
"Talampicillin","Organoheterocyclic compounds","Beta lactams","Penicillins",C24H23N3O6S,481.130756,SOROUYSPFADXSN-SUWVAFIASA-N,"CC1(C)[C@H](C(=O)OC2c3ccccc3C(=O)O2)N2C(=O)[C@H]([C@H]2S1)NC(=O)[C@@H](c1ccccc1)N",71447
"Tazobactam","Organoheterocyclic compounds","Beta lactams","Penicillins",C10H12N4O5S,300.052843,LPQZKKCYTLCDGQ-WEDXCCLWSA-N,"C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O",123630
"15,16-Dihydrobiliverdin","Organoheterocyclic compounds","Bilirubins","Bilirubins",C33H36N4O6,584.263486,ZQHDSLZHMAUUQK-ZTYGKHTCSA-N,"C=CC1=C(C)C(=O)N/C/1=C\c1c(C)c(CCC(=O)O)c(/C=C\2/C(=C(C)C(=N2)C[C@@H]2C(=C(C=C)C(=O)N2)C)CCC(=O)O)[nH]1",5281957
"(3Z)-Phycoerythrobilin","Organoheterocyclic compounds","Bilirubins","Bilirubins",C33H38N4O6,586.279135,CNEWLWMGPFUJPG-SEJZCTRTSA-N,"C/C=C\1/C(C)C(=O)N/C1=C\C1=N/C(=C\c2c(CCC(=O)O)c(C)c(CC3C(=C(C=C)C(=O)N3)C)[nH]2)/C(=C1C)CCC(=O)O",5460416
"Bilirubin","Organoheterocyclic compounds","Bilirubins","Bilirubins",C33H36N4O6,584.263486,BPYKTIZUTYGOLE-IFADSCNNSA-N,"C=CC1=C(C)C(=O)N/C/1=C\c1c(C)c(CCC(=O)O)c(Cc2c(CCC(=O)O)c(C)c(/C=C\3/C(=C(C=C)C(=O)N3)C)[nH]2)[nH]1",5280352
"Bilirubin glucuronide","Organoheterocyclic compounds","Bilirubins","Bilirubins",C39H44N4O12,760.295573,NCZCFMOVDHRJII-VBORGTJOSA-N,"C=CC1=C(C)C(=O)N/C/1=C\c1c(C)c(CCC(=O)O)c(Cc2c(CCC(=O)O[C@@H]3[C@H]([C@@H]([C@@H](C(=O)O)O[C@H]3O)O)O)c(C)c(/C=C\3/C(=C(C=C)C(=O)N3)C)[nH]2)[nH]1",6438344
"Biliverdin","Organoheterocyclic compounds","Bilirubins","Bilirubins",C33H34N4O6,582.247836,QBUVFDKTZJNUPP-BBROENKCSA-N,"C=CC1=C(C)C(=O)N/C/1=C\c1c(C)c(CCC(=O)O)c(/C=C\2/C(=C(C)C(=N2)/C=C\2/C(=C(C=C)C(=O)N2)C)CCC(=O)O)[nH]1",5280353
"Dihydro-biliverdin","Organoheterocyclic compounds","Bilirubins","Bilirubins",C33H36N4O6,584.263486,,"",
"D-Urobilin","Organoheterocyclic compounds","Bilirubins","Bilirubins",C33H40N4O6,588.294786,DOKCNDVEPDZOJQ-MBTHVWNTSA-N,"C=CC1=C(C)C(CC2=N/C(=C\c3[nH]c(CC4NC(=O)C(C)=C4CC)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O",6276321
"D-Urobilinogen","Organoheterocyclic compounds","Bilirubins","Bilirubins",C33H42N4O6,590.310436,KSQFFJKKJAEKTB-UHFFFAOYSA-N,"CCC1=C(C)C(=O)NC1Cc1c(C)c(CCC(=O)O)c(Cc2c(CCC(=O)O)c(C)c(CC3C(=C(C=C)C(=O)N3)C)[nH]2)[nH]1",440784
"L-Urobilin","Organoheterocyclic compounds","Bilirubins","Bilirubins",C33H46N4O6,594.341736,TYOWQSLRVAUSMI-WKULSOCRSA-N,"CCC1C(C)C(=O)NC1CC1=N/C(=C/c2c(CCC(=O)O)c(C)c(CC3C(C)C(CC)C(=O)N3)[nH]2)/C(=C1C)CCC(=O)O",5280818
"L-Urobilinogen","Organoheterocyclic compounds","Bilirubins","Bilirubins",C33H48N4O6,596.357386,VKGRRZVYCXLHII-OLFWPHQKSA-N,"CC[C@@H]1[C@@H](C)C(=O)N[C@H]1Cc1c(C)c(CCC(=O)O)c(Cc2c(CCC(=O)O)c(C)c(C[C@H]3[C@H](C)[C@@H](CC)C(=O)N3)[nH]2)[nH]1",9548718
"Mesobilirubinogen","Organoheterocyclic compounds","Bilirubins","Bilirubins",C33H44N4O6,592.326086,OBHRVMZSZIDDEK-UHFFFAOYSA-N,"CCC1=C(C)C(=O)NC1Cc1c(C)c(CCC(=O)O)c(Cc2c(CCC(=O)O)c(C)c(CC3C(=C(CC)C(=O)N3)C)[nH]2)[nH]1",26818
"Phycoerythrobilin","Organoheterocyclic compounds","Bilirubins","Bilirubins",C33H38N4O6,586.279135,,"",
"Epsilon-caprolactam","Organoheterocyclic compounds","Caprolactams","Caprolactams",C6H11NO,113.084064,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,"C1CCC(=O)NCC1",7768
"Laurocapram","Organoheterocyclic compounds","Caprolactams","Caprolactams",C18H35NO,281.271864,AXTGDCSMTYGJND-UHFFFAOYSA-N,"CCCCCCCCCCCCN1CCCCCC1=O",42981
"Chlorophyll B","Organoheterocyclic compounds","Chlorins","Chlorins",C55H70MgN4O6,906.514578,NSMUHPMZFPKNMZ-VBYMZDBQSA-M,"C=Cc1c(C)c2/C=C\3/[C@@H](C)[C@H](CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=N3)C3=c4c(c(C)/c(=C/C5=N/C(=C\c1[n-]2)/C(=C5CC)C=O)/[n-]4)C(=O)[C@@H]3C(=O)OC.[Mg+2]",11593175
"Pheophytin a","Organoheterocyclic compounds","Chlorins","Chlorins",C55H74N4O5,870.565922,CQIKWXUXPNUNDV-RCBXBCQGSA-N,"C=Cc1c(C)c2/C=C\3/[C@@H](C)[C@H](CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=N3)C3=c4c(c(C)/c(=C/C5=N/C(=C\c1[nH]2)/C(=C5CC)C)/[nH]4)C(=O)[C@@H]3C(=O)OC",135398712
"Cobalt-precorrin-6B","Organoheterocyclic compounds","Corrinoids","Corrinoids",C44H55CoN4O16,954.294507,RFBIUXAOZAPWCC-RDKWKEIWSA-M,"C[C@@]1(CCC(=O)O)[C@@H](CC(=O)O)[C@@H]2[C@@]3(C)[C@@](C)(CC(=O)O)[C@H](CCC(=O)O)C4=CC5=[N+]6C(=C(CCC(=O)O)[C@]5(C)CC(=O)O)C[C@@]5(C)C(=C(CCC(=O)O)C7=[N+]5[Co-2]6([N+]2=C1C7)N34)CC(=O)O",71296131
"Cob(I)alamin","Organoheterocyclic compounds","Corrinoids","Corrinoids",C62H88CoN13O14P,1328.564331,SJBNFITWNDPBKE-WJICPROSSA-N,"Cc1cc2c(cc1C)N1=CN2C2C(C([C@H](CO)O2)OP(=O)(O)OC(C)CNC(=O)CC[C@]2(C)[C@@H](CC(=O)N)C3=N4C2=C(C)C2=N5C(=CC6=N7C(=C(C)C8=N([C@]3(C)[C@@](C)(CC(=O)N)[C@@H]8CCC(=O)N)[Co]1457)[C@@](C)(CC(=O)N)[C@@H]6CCC(=O)N)C(C)(C)[C@@H]2CCC(=O)N)O",53477772
